Name	Название	X	Y	Глубина, м	Т пласта, С	T max, С	С орг, %	P пласта, Мпа
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	10000	212,5			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	11000	234,7			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	11600	248,0			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	12000	254,0			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	13000	271,3			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	14000	288,4			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	15000	305,3			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	16000	322,0			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	17000	338,5			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	18000	354,8			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	19000	371,0			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	20000	387,1			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	21000	403,0			
K.PERSIANINA   ( ARAN-DENIZ)	Аран море	9680860.91822426	4370650.12813677	21300	407,7			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	500	34,0			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	1000	42,5			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	2000	54,9			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	2800	62,8			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	3000	67,3			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	4000	89,7			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	5000	112,1			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	6000	134,5			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	6400	143,4			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	7000	154,4			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	8000	172,8			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	9000	191,0			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	10000	208,8			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	11000	226,3			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	12000	243,6			
KALAMADYN 	Каламадин	9318342.69584392	4456143.42252411	13000	260,6			
